year_of_born,gender,age_of_DL,safety_rating,driver_key
1991,F,23,93,13979
1996,M,18,93,13980
1973,M,22,91,13981
1995,F,16,79,13982
1972,M,22,89,13983
1986,M,23,82,13984
1989,M,24,67,13985
2001,F,25,76,13986
1962,M,22,75,13987
1996,F,16,78,13988
1996,F,22,62,13989
1996,M,27,92,13990
1977,F,23,64,13991
1996,M,27,71,13992
1956,F,21,82,13993
1991,F,17,71,13994
1981,M,22,93,13995
1979,M,25,92,13996
1990,F,32,56,13997
1999,F,24,66,13998
1960,F,26,65,13999
1961,F,25,88,14000
1953,M,25,43,14001
1991,M,26,46,14002
1965,F,21,35,14003
1971,M,22,73,14004
1972,M,24,79,14005
1996,F,22,71,14006
1952,F,22,55,14007
1981,M,26,69,14008
1972,F,20,66,14009
1987,M,28,65,14010
1978,M,25,86,14011
1960,F,24,82,14012
1982,F,24,66,14013
1985,F,21,86,14014
1966,M,28,68,14015
1983,M,28,98,14016
1987,F,16,79,14017
1982,F,16,71,14018
1944,M,20,50,14019
1980,M,21,76,14020
1998,F,21,97,14021
1983,F,19,73,14022
2003,F,25,51,14023
1993,F,25,81,14024
2002,F,22,100,14025
1973,M,24,92,14026
1993,M,28,54,14027
1973,F,22,91,14028
1955,F,25,80,14029
1980,F,24,60,14030
1989,F,20,91,14031
2006,M,16,74,14032
1990,F,16,90,14033
1969,F,22,61,14034
1984,F,28,56,14035
1995,M,19,64,14036
1973,M,24,59,14037
1971,F,22,45,14038
1975,F,27,68,14039
1983,F,26,70,14040
1972,M,25,56,14041
1998,F,19,70,14042
1987,F,22,63,14043
1970,F,20,65,14044
1962,M,31,69,14045
1978,M,20,53,14046
1978,M,24,75,14047
1976,M,24,83,14048
2001,M,25,95,14049
1984,F,16,98,14050
1966,M,24,63,14051
1999,F,21,70,14052
1984,F,23,50,14053
1983,F,19,61,14054
1961,M,23,72,14055
1989,F,20,81,14056
1986,M,22,100,14057
1959,F,17,59,14058
1973,F,19,67,14059
1968,M,25,79,14060
1975,F,22,71,14061
1992,F,24,54,14062
1985,M,23,84,14063
1955,M,27,84,14064
1967,F,28,59,14065
1987,F,21,71,14066
1987,M,22,77,14067
1987,F,20,68,14068
1981,F,25,82,14069
1989,M,19,55,14070
2000,M,21,77,14071
1999,F,21,86,14072
1945,F,19,67,14073
1981,M,18,57,14074
1985,F,17,63,14075
1984,F,19,79,14076
1963,M,18,83,14077
1990,M,18,70,14078
1974,M,19,94,14079
1991,M,19,62,14080
1984,F,28,68,14081
1986,F,23,61,14082
1999,M,18,70,14083
1985,F,18,53,14084
1982,F,19,56,14085
1984,M,16,83,14086
1999,F,17,68,14087
1956,M,22,100,14088
1997,F,21,91,14089
1965,M,26,73,14090
1983,M,24,63,14091
1980,F,19,87,14092
2004,M,18,88,14093
1977,M,19,77,14094
1988,F,20,58,14095
1982,M,21,99,14096
1995,F,22,100,14097
1957,M,23,59,14098
1984,F,17,88,14099
1982,M,17,79,14100
1990,F,22,62,14101
1989,F,18,77,14102
1985,M,23,64,14103
1982,F,24,83,14104
1976,F,17,89,14105
1969,M,25,79,14106
1962,M,22,84,14107
1954,M,18,58,14108
1944,F,22,77,14109
1976,F,16,95,14110
1971,F,20,74,14111
1992,M,21,58,14112
1984,M,24,86,14113
1983,F,20,65,14114
2000,M,21,49,14115
1974,M,22,56,14116
1977,M,25,63,14117
1984,M,19,89,14118
1983,F,22,61,14119
1992,F,19,78,14120
1969,F,20,49,14121
1972,F,21,84,14122
1982,M,20,73,14123
1977,F,19,54,14124
1987,M,27,68,14125
1987,M,19,92,14126
1977,M,21,96,14127
1998,M,23,56,14128
1992,M,19,63,14129
2002,F,25,82,14130
1985,F,17,77,14131
1967,M,16,75,14132
1967,M,26,85,14133
1988,M,26,73,14134
1983,M,20,90,14135
1974,F,19,60,14136
1977,M,19,74,14137
1958,F,25,88,14138
1988,M,19,71,14139
1957,M,21,63,14140
1975,M,21,68,14141
1977,F,23,84,14142
1989,M,17,66,14143
1974,F,25,43,14144
1983,F,23,56,14145
1982,F,23,99,14146
1988,M,19,65,14147
1984,M,16,78,14148
1988,F,25,85,14149
1994,M,25,71,14150
1999,F,24,71,14151
1972,F,28,77,14152
1985,M,24,54,14153
2002,M,17,49,14154
1963,M,25,72,14155
1999,M,17,96,14156
1984,F,19,56,14157
1970,F,16,60,14158
1982,M,20,91,14159
1991,F,20,80,14160
1992,M,26,83,14161
1984,M,19,91,14162
1992,M,24,74,14163
1983,F,24,90,14164
1990,F,22,48,14165
1971,M,16,57,14166
1960,F,16,77,14167
1959,F,16,90,14168
1995,M,16,82,14169
1975,M,24,87,14170
1996,M,23,63,14171
1974,M,25,71,14172
1967,F,19,83,14173
1983,F,24,58,14174
1973,M,22,72,14175
1997,F,31,73,14176
1984,F,29,62,14177
1941,F,22,81,14178
1983,M,20,69,14179
1977,F,24,87,14180
1991,M,27,68,14181
1965,F,29,61,14182
1966,M,26,81,14183
1977,M,24,83,14184
1987,M,23,88,14185
1968,F,25,78,14186
1962,F,22,50,14187
1978,M,25,76,14188
1973,M,25,90,14189
1946,F,19,65,14190
1988,F,25,70,14191
1960,M,21,63,14192
1966,M,20,56,14193
1967,M,32,91,14194
1972,M,21,84,14195
1979,M,25,73,14196
1979,F,18,75,14197
1971,F,25,49,14198
1980,M,16,89,14199
1975,M,19,83,14200
1971,M,24,59,14201
1977,M,24,69,14202
1969,M,27,82,14203
1980,M,16,100,14204
1980,F,19,62,14205
1982,M,17,91,14206
1999,F,16,77,14207
1974,F,22,82,14208
1955,F,18,62,14209
1992,F,23,80,14210
1993,M,25,67,14211
1985,M,17,75,14212
1977,F,18,73,14213
1980,M,21,61,14214
1977,F,28,83,14215
1983,M,19,87,14216
1975,F,20,97,14217
1961,F,16,85,14218
1988,M,26,74,14219
1970,M,19,64,14220
1989,F,20,53,14221
1970,M,23,94,14222
2000,F,16,47,14223
2000,M,22,66,14224
1987,F,19,86,14225
1984,M,26,87,14226
1976,F,30,57,14227
1981,F,16,92,14228
1995,M,23,82,14229
1992,F,24,73,14230
1990,M,24,78,14231
1958,F,19,64,14232
1936,F,21,94,14233
1987,M,27,42,14234
1991,F,22,74,14235
1976,F,24,50,14236
1980,M,27,90,14237
1994,M,22,49,14238
1991,F,22,72,14239
1967,M,26,55,14240
1992,F,25,100,14241
1972,F,23,79,14242
1983,F,16,57,14243
1987,F,22,91,14244
1981,M,27,97,14245
1989,M,24,71,14246
1970,F,23,70,14247
1988,F,27,81,14248
1979,M,23,78,14249
1982,M,22,83,14250
1979,M,22,82,14251
1982,M,20,60,14252
1982,M,24,88,14253
1987,M,17,95,14254
1986,F,28,72,14255
1999,M,26,88,14256
1942,F,21,79,14257
1989,M,19,84,14258
1965,M,18,89,14259
1982,F,25,64,14260
2005,F,23,76,14261
1965,F,23,66,14262
1987,F,27,51,14263
1986,M,19,98,14264
2002,F,25,75,14265
1975,F,30,59,14266
1997,M,22,76,14267
1980,M,27,69,14268
1959,M,20,76,14269
1968,F,24,91,14270
1983,F,19,67,14271
1987,F,27,78,14272
1978,M,19,92,14273
1992,F,24,47,14274
1978,F,20,42,14275
2003,F,17,67,14276
1988,M,23,96,14277
1984,M,26,83,14278
1983,F,20,77,14279
1974,M,21,75,14280
1954,F,25,76,14281
1985,M,22,52,14282
1997,F,26,85,14283
1983,M,23,57,14284
2000,F,20,44,14285
1984,M,19,78,14286
1976,F,26,69,14287
1991,M,22,87,14288
1948,M,25,67,14289
1982,M,22,58,14290
1986,F,20,48,14291
1992,M,22,47,14292
1996,F,19,88,14293
1957,M,26,59,14294
1971,M,25,78,14295
1977,F,23,33,14296
2003,F,21,75,14297
2000,M,20,47,14298
2001,M,24,86,14299
1988,M,21,85,14300
1986,M,19,58,14301
1991,M,19,98,14302
1994,F,22,91,14303
1971,F,28,66,14304
1977,M,27,92,14305
1974,F,19,89,14306
1968,F,27,58,14307
1976,F,25,68,14308
1982,F,30,80,14309
1991,F,18,90,14310
1972,M,27,88,14311
1963,F,18,70,14312
1956,F,24,51,14313
1964,F,21,62,14314
1968,F,22,81,14315
1969,F,23,50,14316
1948,F,16,73,14317
1952,M,20,65,14318
1972,M,25,82,14319
1993,F,17,69,14320
1989,F,19,81,14321
1985,M,20,97,14322
1994,F,24,50,14323
1972,M,21,57,14324
2000,M,23,80,14325
1974,F,22,68,14326
2001,M,25,61,14327
1988,M,18,78,14328
1986,F,20,62,14329
1978,M,20,79,14330
1989,M,30,65,14331
1984,M,21,69,14332
1998,M,22,88,14333
1985,F,22,76,14334
1952,M,18,53,14335
1953,M,26,74,14336
1984,F,26,56,14337
1969,M,16,62,14338
1990,F,28,65,14339
1996,M,20,61,14340
1968,F,19,66,14341
1965,F,24,100,14342
1980,F,23,56,14343
1983,F,19,86,14344
1998,F,19,66,14345
1981,M,17,64,14346
1939,F,21,100,14347
1964,F,23,58,14348
1976,F,25,96,14349
1989,M,17,50,14350
1970,M,26,85,14351
1977,F,22,87,14352
2000,M,16,74,14353
1971,F,24,90,14354
1991,F,21,60,14355
1977,F,24,67,14356
1963,F,24,79,14357
1985,F,18,66,14358
1949,F,17,68,14359
1964,M,29,57,14360
1973,F,19,60,14361
1970,M,23,84,14362
1972,F,27,87,14363
1959,F,18,100,14364
1974,M,28,68,14365
1977,F,20,74,14366
1977,F,19,68,14367
1963,F,16,71,14368
1981,M,25,75,14369
1986,M,19,69,14370
1977,M,22,78,14371
1990,M,27,87,14372
1987,M,26,67,14373
1973,M,18,66,14374
1963,M,18,87,14375
1955,F,21,54,14376
1998,F,19,72,14377
1987,F,16,94,14378
1993,M,25,79,14379
1959,M,16,97,14380
1973,F,26,77,14381
1985,F,19,37,14382
1989,M,19,50,14383
1995,F,20,86,14384
1965,M,20,62,14385
1972,M,16,58,14386
1984,F,24,69,14387
1971,M,28,49,14388
1981,F,24,50,14389
1979,M,33,89,14390
1982,F,27,75,14391
1962,F,27,66,14392
2001,F,25,73,14393
1990,F,27,91,14394
1956,F,19,93,14395
1955,F,23,53,14396
1983,F,19,88,14397
1985,M,20,92,14398
1996,F,22,92,14399
2002,F,20,52,14400
1974,F,22,47,14401
1993,M,17,66,14402
1989,M,20,61,14403
1987,M,25,46,14404
1971,M,17,59,14405
1985,M,29,82,14406
1980,M,19,100,14407
1946,F,24,91,14408
1980,F,24,71,14409
1958,F,24,77,14410
1972,F,19,60,14411
1964,M,22,67,14412
1982,F,16,60,14413
1963,F,18,91,14414
1984,F,28,94,14415
1972,F,20,88,14416
1983,M,22,75,14417
1984,F,24,77,14418
1960,F,23,100,14419
1991,M,17,64,14420
1992,M,21,63,14421
1986,F,23,64,14422
1974,M,17,85,14423
1990,F,19,89,14424
1994,M,19,100,14425
1966,M,25,73,14426
1989,M,26,49,14427
1981,F,16,61,14428
1978,M,20,84,14429
1962,F,21,86,14430
1967,F,23,92,14431
1997,M,20,74,14432
1980,F,28,77,14433
1981,F,25,74,14434
1997,M,20,95,14435
1976,F,27,84,14436
2002,F,20,78,14437
2000,F,21,67,14438
1988,M,22,73,14439
1966,F,24,42,14440
1986,M,24,71,14441
1973,F,25,100,14442
1993,F,30,73,14443
1977,M,21,32,14444
2003,F,22,69,14445
1984,M,22,83,14446
1975,M,28,75,14447
1954,M,24,59,14448
1952,F,17,64,14449
1982,M,27,59,14450
1963,M,21,81,14451
2002,F,17,53,14452
1989,F,21,72,14453
1999,M,27,39,14454
1984,F,23,51,14455
1968,F,20,74,14456
1965,F,23,54,14457
1982,M,27,69,14458
1968,M,25,69,14459
1984,F,24,88,14460
1968,M,22,67,14461
1996,F,21,65,14462
1996,M,27,85,14463
1987,M,25,55,14464
1978,F,25,63,14465
1988,F,26,88,14466
1963,F,16,79,14467
1960,F,19,83,14468
1972,F,24,78,14469
1983,M,26,48,14470
1964,M,25,77,14471
1987,M,21,64,14472
1992,M,21,33,14473
1955,M,23,97,14474
1979,F,24,92,14475
1974,M,25,98,14476
1967,F,23,77,14477
1988,M,19,66,14478
1996,F,27,54,14479
1992,M,22,52,14480
1965,F,24,88,14481
1982,M,23,75,14482
1968,F,23,73,14483
1984,M,28,87,14484
1987,M,18,57,14485
1983,M,19,70,14486
1974,F,24,75,14487
1984,F,21,81,14488
1993,M,20,75,14489
1973,F,25,75,14490
1989,F,23,74,14491
1973,M,25,55,14492
1966,F,25,61,14493
1992,F,26,78,14494
1964,M,16,65,14495
1987,F,22,79,14496
1973,M,27,59,14497
1979,M,25,99,14498
1967,F,30,49,14499
1971,F,24,80,14500
1981,M,19,68,14501
1988,M,22,90,14502
1963,M,22,60,14503
1991,M,22,75,14504
1978,M,26,63,14505
2000,F,23,62,14506
1999,M,26,76,14507
1985,M,28,95,14508
1976,F,22,65,14509
1995,F,21,65,14510
1996,M,22,95,14511
1993,M,23,73,14512
1972,F,17,81,14513
1967,M,17,78,14514
1967,F,25,92,14515
1985,F,26,55,14516
1960,F,24,62,14517
1988,M,16,83,14518
1981,F,17,96,14519
1976,F,16,98,14520
1987,M,23,56,14521
1955,F,21,47,14522
1996,M,29,64,14523
1986,M,24,90,14524
1979,M,26,100,14525
1990,M,27,81,14526
1987,M,16,73,14527
1984,F,25,80,14528
1992,M,29,66,14529
1986,F,16,81,14530
1953,M,18,87,14531
1980,M,21,70,14532
2002,F,20,92,14533
1985,M,18,77,14534
1988,M,22,89,14535
1966,M,21,94,14536
1997,F,22,54,14537
1977,M,27,50,14538
1991,M,21,66,14539
1986,M,16,67,14540
1978,M,29,57,14541
1972,M,18,58,14542
1988,F,20,70,14543
1967,M,17,84,14544
1976,M,25,100,14545
1989,M,17,78,14546
1966,F,20,84,14547
1986,F,22,89,14548
1962,F,20,67,14549
1992,F,22,66,14550
1984,F,22,89,14551
1994,F,19,78,14552
1964,F,23,64,14553
1989,M,21,91,14554
1995,M,24,97,14555
1982,M,18,97,14556
1974,F,22,69,14557
1990,F,21,90,14558
1986,F,22,71,14559
1982,F,23,56,14560
1965,F,19,100,14561
1980,F,25,73,14562
1969,F,24,52,14563
1976,M,23,68,14564
1980,F,24,48,14565
1988,M,18,72,14566
1998,M,20,73,14567
1980,M,16,59,14568
1990,F,24,84,14569
1999,M,22,86,14570
1969,M,19,93,14571
1953,M,19,62,14572
1978,M,27,63,14573
1981,F,20,88,14574
1978,M,25,93,14575
1975,F,21,83,14576
1944,M,16,77,14577
1970,F,16,100,14578
1990,F,23,70,14579
1998,M,21,83,14580
1986,M,28,46,14581
1965,F,19,93,14582
1977,F,24,69,14583
1997,M,24,92,14584
1976,M,17,77,14585
2003,M,24,95,14586
1963,M,22,52,14587
1969,M,19,89,14588
1980,F,23,59,14589
1954,M,29,66,14590
1987,F,28,71,14591
1998,F,22,68,14592
1967,M,25,91,14593
1978,F,21,94,14594
1968,F,23,63,14595
1973,M,18,75,14596
1967,F,18,66,14597
1963,F,26,100,14598
1963,F,21,98,14599
1998,M,23,94,14600
1986,M,16,34,14601
1975,M,22,96,14602
1981,M,21,81,14603
1989,M,26,71,14604
1968,M,23,79,14605
2001,F,23,90,14606
1978,M,23,70,14607
1961,F,27,51,14608
1975,M,19,74,14609
1955,M,29,95,14610
1998,M,22,70,14611
1974,M,25,83,14612
1977,F,18,75,14613
1992,M,22,82,14614
1985,M,21,95,14615
1971,M,20,100,14616
1958,M,16,60,14617
1974,F,28,72,14618
1980,F,23,82,14619
1970,M,20,57,14620
1966,F,18,77,14621
1972,M,20,72,14622
1977,M,21,86,14623
2001,M,23,78,14624
1969,M,22,59,14625
1969,M,21,87,14626
1988,F,26,49,14627
1989,F,23,56,14628
1961,F,27,79,14629
1977,M,25,43,14630
1982,F,16,48,14631
1980,M,20,49,14632
1986,M,18,53,14633
2003,M,16,83,14634
1974,M,20,90,14635
1969,F,28,95,14636
1968,M,23,65,14637
1982,M,24,77,14638
1979,M,20,74,14639
1980,F,17,67,14640
2002,M,21,91,14641
1992,F,24,67,14642
2005,F,27,100,14643
1975,M,23,84,14644
1982,M,19,64,14645
1985,F,20,57,14646
1993,M,19,78,14647
1983,M,26,58,14648
2000,F,19,56,14649
1970,M,28,65,14650
1990,M,20,72,14651
1971,F,26,74,14652
1957,M,16,72,14653
1982,F,27,84,14654
1977,F,23,79,14655
1968,F,18,47,14656
1956,M,23,85,14657
1998,M,26,69,14658
1994,M,26,56,14659
1984,M,31,79,14660
1999,M,26,90,14661
1975,F,25,84,14662
1987,F,25,76,14663
1958,M,19,55,14664
2000,M,23,66,14665
1962,M,19,83,14666
1987,M,16,65,14667
1997,F,20,83,14668
1969,M,16,70,14669
1971,M,23,91,14670
1985,F,21,89,14671
1984,M,24,97,14672
1953,M,16,82,14673
2002,M,25,75,14674
1986,M,19,82,14675
1973,M,22,51,14676
1991,F,16,100,14677
1977,F,16,92,14678
1968,F,26,80,14679
1990,M,19,29,14680
1990,M,22,94,14681
1958,F,16,92,14682
2001,M,20,89,14683
1976,F,26,58,14684
1969,M,26,92,14685
1969,F,17,42,14686
1967,F,21,84,14687
1974,M,24,61,14688
1976,M,16,100,14689
1973,F,23,90,14690
1971,M,23,69,14691
1967,M,24,62,14692
1962,M,24,73,14693
1960,F,26,97,14694
1974,M,20,63,14695
1968,M,23,66,14696
1991,F,29,83,14697
1996,M,23,65,14698
1996,F,22,100,14699
1984,F,21,52,14700
1989,M,23,85,14701
1984,M,17,72,14702
1990,M,22,93,14703
1980,M,21,54,14704
2001,F,20,70,14705
1976,F,24,54,14706
1963,F,19,77,14707
1985,F,18,65,14708
1976,M,27,61,14709
1986,M,20,60,14710
1978,M,25,80,14711
1982,F,22,57,14712
1972,M,23,70,14713
1970,F,19,87,14714
1995,F,22,91,14715
1995,M,18,86,14716
1997,M,23,61,14717
1999,F,25,100,14718
1973,M,16,77,14719
1965,F,18,64,14720
1984,F,17,77,14721
1972,F,21,70,14722
1987,M,25,58,14723
1998,F,17,23,14724
1986,M,23,58,14725
1988,F,28,69,14726
1992,F,19,56,14727
1976,F,23,58,14728
1977,F,22,43,14729
1974,F,22,53,14730
1974,M,21,93,14731
1972,M,21,60,14732
1996,F,23,86,14733
1978,F,26,61,14734
1967,F,19,54,14735
1981,F,23,84,14736
1995,M,24,50,14737
1990,M,27,77,14738
1974,M,18,64,14739
1980,M,22,47,14740
1985,F,27,69,14741
1973,F,26,85,14742
1974,F,16,53,14743
1972,M,20,70,14744
1972,M,27,57,14745
1983,M,20,47,14746
1976,F,21,58,14747
1983,F,24,74,14748
1975,F,18,86,14749
1981,M,26,67,14750
2000,M,24,90,14751
1988,M,25,60,14752
1969,F,26,66,14753
1990,F,20,67,14754
1989,F,26,70,14755
1982,M,29,81,14756
1982,M,20,66,14757
1971,F,27,67,14758
1957,F,18,73,14759
1971,M,27,76,14760
1972,F,25,100,14761
1993,M,25,100,14762
1976,F,23,64,14763
1989,M,25,87,14764
1977,M,24,55,14765
1977,F,18,64,14766
1981,M,27,87,14767
1973,M,26,93,14768
2000,F,22,81,14769
1992,F,21,72,14770
1969,F,19,90,14771
1970,F,25,82,14772
1971,F,26,65,14773
1970,M,21,64,14774
1991,M,26,77,14775
1985,M,23,70,14776
1998,F,20,72,14777
1987,M,19,79,14778
1967,F,21,72,14779
1962,F,21,65,14780
1954,F,20,92,14781
2001,F,23,58,14782
1979,F,28,90,14783
1982,F,16,90,14784
1980,M,25,67,14785
1957,M,30,63,14786
1967,M,33,92,14787
1980,F,23,86,14788
1970,F,30,59,14789
1992,M,18,58,14790
1998,F,16,84,14791
1967,F,19,65,14792
2000,M,20,68,14793
1996,M,24,51,14794
1982,F,29,66,14795
1981,F,21,84,14796
1984,F,19,69,14797
1975,M,26,55,14798
1995,M,20,65,14799
1992,M,27,82,14800
1996,M,25,94,14801
1979,F,21,89,14802
1973,M,21,54,14803
1998,M,23,59,14804
1992,M,18,92,14805
1986,F,27,71,14806
1973,M,22,70,14807
1996,F,24,77,14808
1991,M,20,72,14809
1978,M,22,59,14810
1960,M,16,57,14811
1975,M,26,51,14812
1959,M,28,81,14813
1984,F,19,72,14814
1979,F,25,89,14815
1975,F,16,90,14816
1976,F,20,76,14817
1996,F,24,81,14818
1998,F,17,82,14819
1991,M,25,90,14820
1974,M,19,93,14821
1990,F,27,74,14822
1987,F,17,53,14823
1995,M,18,77,14824
1960,M,23,50,14825
1972,M,23,81,14826
1982,F,19,88,14827
1979,F,25,61,14828
1992,M,22,62,14829
1979,M,28,90,14830
1995,M,24,88,14831
1987,M,31,77,14832
1970,M,29,92,14833
1953,M,26,76,14834
1989,M,20,72,14835
2007,M,16,69,14836
1986,F,20,59,14837
1964,M,16,81,14838
1964,M,25,69,14839
1976,M,17,80,14840
1966,M,27,87,14841
1971,M,22,56,14842
1995,M,25,65,14843
1967,F,20,78,14844
1973,M,22,39,14845
1994,M,26,77,14846
1997,F,23,68,14847
1985,M,24,57,14848
1948,M,29,84,14849
1969,M,19,63,14850
1963,F,21,88,14851
1977,M,20,91,14852
1991,F,27,65,14853
1983,F,21,47,14854
1983,M,28,62,14855
1986,F,22,45,14856
1985,M,24,88,14857
2001,M,26,73,14858
1963,F,22,61,14859
1980,F,17,68,14860
1981,M,21,52,14861
1974,M,24,78,14862
1990,F,23,67,14863
1983,M,21,61,14864
1980,F,27,100,14865
1991,M,19,80,14866
1966,M,28,85,14867
1985,F,21,67,14868
1986,F,27,47,14869
1957,F,23,56,14870
1986,F,16,69,14871
1987,M,27,91,14872
2007,F,28,72,14873
1995,M,22,48,14874
1995,F,21,75,14875
2000,M,23,87,14876
1957,F,22,77,14877
1977,F,22,77,14878
1986,M,21,70,14879
1977,M,23,64,14880
1988,F,23,98,14881
1967,M,25,54,14882
1972,M,20,79,14883
2006,M,27,84,14884
1985,F,28,60,14885
2001,F,20,87,14886
1973,F,17,65,14887
1994,F,18,78,14888
1969,F,22,52,14889
1986,F,28,87,14890
1958,F,21,75,14891
1971,F,21,54,14892
1952,F,27,61,14893
1977,F,26,93,14894
1974,F,21,68,14895
1984,M,22,54,14896
1966,M,26,60,14897
1983,M,27,55,14898
2000,M,17,100,14899
1970,M,21,61,14900
1971,M,25,65,14901
1991,F,22,64,14902
1984,M,26,81,14903
1966,F,22,80,14904
1994,F,20,78,14905
1960,M,25,69,14906
1993,M,23,83,14907
1987,F,23,67,14908
1971,M,17,97,14909
1973,M,19,63,14910
1958,F,23,71,14911
1971,M,19,68,14912
1978,F,23,97,14913
1971,F,18,77,14914
1983,M,24,66,14915
1993,M,19,61,14916
1972,M,21,100,14917
1979,M,21,81,14918
1996,F,24,73,14919
2002,M,21,94,14920
1974,F,19,79,14921
1984,F,22,59,14922
1992,M,20,90,14923
1982,M,19,48,14924
1971,F,22,76,14925
1988,F,25,53,14926
1992,M,25,99,14927
1960,F,23,95,14928
1957,M,18,91,14929
1990,F,16,80,14930
1993,F,20,67,14931
1973,F,28,81,14932
1972,F,22,57,14933
1955,M,19,72,14934
1971,F,30,47,14935
1980,M,20,94,14936
1987,F,25,98,14937
1979,M,18,60,14938
1957,F,23,93,14939
1991,F,22,82,14940
1977,F,21,98,14941
1990,M,28,54,14942
1974,M,25,38,14943
1974,M,23,91,14944
1977,M,24,71,14945
1990,F,16,65,14946
1987,F,24,49,14947
1986,M,16,62,14948
1988,M,27,65,14949
1982,F,17,76,14950
1992,M,21,96,14951
1981,F,26,98,14952
1990,M,16,54,14953
2000,F,19,80,14954
1996,F,22,64,14955
1988,M,23,64,14956
1992,F,17,82,14957
1977,M,18,84,14958
1998,F,16,77,14959
1977,M,20,93,14960
1966,F,26,83,14961
1993,M,27,68,14962
1982,F,21,53,14963
1984,M,19,75,14964
2002,M,20,92,14965
1996,M,23,52,14966
1961,F,20,62,14967
1976,M,24,70,14968
1988,F,24,65,14969
1990,M,18,74,14970
1966,M,20,77,14971
1965,M,27,81,14972
1976,M,26,91,14973
1999,F,28,60,14974
2000,F,18,79,14975
1997,M,21,61,14976
1982,M,17,58,14977
1968,M,27,59,14978
1969,F,23,64,14979
1973,M,20,73,14980
1996,M,21,71,14981
1963,M,20,65,14982
1972,M,24,54,14983
1980,M,20,82,14984
1997,F,18,82,14985
1982,F,21,82,14986
1976,M,23,42,14987
1971,M,25,71,14988
1996,F,27,83,14989
1989,M,26,66,14990
1983,F,20,97,14991
1972,M,26,70,14992
1981,F,29,58,14993
1988,M,21,99,14994
1993,F,24,73,14995
1972,F,19,69,14996
1990,M,29,100,14997
1966,M,16,100,14998
1956,F,20,64,14999
1966,F,21,84,15000
1987,M,21,68,15001
1992,F,25,34,15002
1983,F,28,78,15003
1995,M,26,85,15004
1977,M,19,64,15005
1989,F,18,83,15006
1969,M,21,39,15007
1999,F,16,80,15008
1986,F,20,91,15009
1966,F,24,90,15010
1970,M,19,52,15011
1948,M,26,79,15012
1990,M,24,72,15013
1980,M,23,88,15014
1993,M,20,83,15015
1952,F,21,79,15016
1991,F,20,84,15017
1983,F,26,79,15018
1978,M,16,100,15019
1984,F,21,71,15020
1980,F,21,38,15021
1975,F,21,59,15022
1994,F,26,68,15023
2005,M,17,72,15024
1981,F,23,52,15025
1953,F,21,68,15026
1958,M,26,74,15027
2003,M,25,51,15028
1991,F,28,49,15029
1999,M,22,50,15030
1978,F,27,72,15031
1991,F,23,94,15032
1966,F,24,80,15033
1973,F,20,88,15034
2000,M,27,100,15035
1982,F,19,79,15036
1969,F,20,94,15037
1979,F,30,67,15038
1992,M,21,34,15039
1989,F,21,63,15040
1986,M,16,60,15041
1957,F,26,85,15042
1988,F,16,67,15043
1990,F,22,72,15044
1965,F,21,97,15045
1976,M,25,34,15046
1970,F,17,71,15047
1989,F,30,82,15048
1998,M,28,70,15049
1995,M,23,68,15050
1986,M,28,92,15051
2006,F,22,85,15052
2000,F,21,72,15053
1993,F,22,80,15054
1975,M,25,91,15055
1996,F,22,40,15056
1986,F,24,93,15057
1989,M,25,100,15058
1965,F,25,67,15059
2002,M,20,48,15060
1987,M,20,67,15061
1973,M,25,73,15062
1975,M,19,75,15063
1966,M,19,83,15064
1970,F,25,78,15065
1988,F,22,91,15066
1967,F,22,95,15067
1980,M,19,83,15068
1983,M,22,100,15069
1982,M,20,63,15070
1996,M,30,84,15071
1982,F,23,67,15072
1981,F,24,81,15073
1997,M,26,67,15074
1976,M,25,63,15075
1989,F,25,90,15076
1969,F,19,100,15077
1991,F,21,77,15078
1993,M,16,69,15079
1999,M,28,64,15080
1954,F,16,43,15081
1976,M,28,89,15082
1971,F,20,75,15083
1986,M,17,52,15084
1977,M,20,95,15085
1969,M,21,82,15086
1979,F,23,59,15087
1958,F,22,82,15088
1991,M,19,82,15089
1979,M,16,55,15090
1970,F,21,98,15091
1971,M,16,78,15092
1959,F,20,64,15093
1989,F,23,63,15094
1998,F,24,69,15095
1985,M,25,65,15096
1999,F,21,60,15097
1999,F,24,64,15098
1953,F,19,78,15099
1985,F,23,81,15100
1996,F,16,80,15101
1986,F,29,73,15102
1946,F,26,68,15103
1972,M,23,72,15104
1985,F,27,80,15105
1982,M,25,58,15106
1965,M,21,100,15107
1980,F,22,78,15108
1964,F,19,96,15109
1983,M,25,81,15110
1963,M,26,100,15111
1967,F,18,89,15112
1967,M,20,92,15113
1991,F,17,87,15114
1954,F,16,95,15115
1999,M,23,82,15116
1965,F,16,65,15117
1981,M,29,84,15118
1984,M,23,100,15119
1977,F,20,80,15120
1988,M,21,100,15121
1941,M,24,79,15122
1962,M,16,98,15123
1972,F,17,70,15124
1982,M,22,96,15125
2001,M,27,81,15126
1942,M,22,87,15127
1942,F,21,85,15128
1978,F,25,58,15129
1981,M,20,71,15130
1981,F,25,85,15131
1997,F,22,64,15132
1993,M,23,66,15133
1958,F,25,100,15134
1989,F,22,83,15135
1976,M,21,88,15136
1959,F,21,67,15137
1992,F,26,62,15138
1994,F,16,45,15139
2000,F,20,62,15140
1971,F,22,50,15141
1969,M,20,87,15142
