year_of_born,gender,age_of_DL,safety_rating,driver_key,claim_number,subrogation,claim_est_payout,liab_prct,claim_date,claim_day_of_week,channel,zip_code,witness_present_ind,policy_report_filed_ind,in_network_bodyshop,accident_key,policyholder_key,vehicle_key
1994,F,25,72,11372,9205176,0,3646.47,47,3/21/2015,Tuesday,Phone,15042,N,0,yes,2.0,10122.0,12885.0
1975,F,24,62,11373,8807487,0,2455.81,25,2/17/2015,Saturday,Broker,50021,Y,1,yes,4.0,716.0,12886.0
2003,M,31,72,11374,2977911,0,1184.0,37,9/29/2015,Wednesday,Broker,20153,N,1,no,6.0,10123.0,12887.0
1999,F,29,70,11375,5542725,0,4288.18,46,11/13/2015,Tuesday,Phone,15020,N,1,yes,11.0,10124.0,12888.0
2000,F,24,73,11376,3313064,0,980.11,42,8/21/2016,Tuesday,Phone,50021,Y,1,no,7.0,10125.0,12889.0
1961,F,22,69,11377,5050882,1,2002.12,46,5/15/2015,Wednesday,Phone,15035,N,1,no,7.0,10126.0,12890.0
1993,F,21,60,11378,9311557,0,4111.62,37,12/13/2016,Wednesday,Phone,15010,N,1,no,8.0,10127.0,12891.0
1957,F,16,64,11379,3849851,0,1755.52,37,11/4/2015,Monday,Phone,85040,N,1,no,7.0,36.0,12892.0
1952,F,28,66,11380,7190288,1,7022.5,27,12/22/2015,Monday,Online,85007,N,1,no,7.0,397.0,12893.0
1981,M,22,56,11381,6987987,1,755.5,44,10/9/2015,Saturday,Broker,50050,Y,0,yes,8.0,10128.0,12894.0
1973,M,18,76,11382,7267681,1,486.33,20,6/22/2016,Monday,Broker,50036,Y,1,no,11.0,10129.0,12895.0
1975,M,25,65,2028,6793242,0,2689.09,46,5/24/2015,Tuesday,Broker,15022,N,0,yes,2.0,10130.0,12896.0
1992,M,21,76,7000,3019869,0,1411.72,50,8/5/2015,Thursday,Phone,85083,N,1,yes,4.0,10131.0,12897.0
1955,M,26,87,11383,7639762,0,3741.37,53,12/12/2015,Wednesday,Phone,15003,N,1,no,6.0,10132.0,12898.0
1995,M,20,51,11384,8688268,1,1036.91,44,12/2/2016,Wednesday,Phone,15025,N,0,yes,11.0,10133.0,12899.0
1976,M,27,69,11385,5028327,0,1018.48,28,3/6/2015,Sunday,Phone,15034,Y,0,yes,7.0,148.0,12900.0
1969,F,28,91,11386,1222577,0,5793.91,51,4/9/2016,Tuesday,Broker,15004,Y,0,yes,6.0,44.0,12901.0
1980,M,22,80,11387,6022222,0,1645.23,50,5/14/2015,Wednesday,Online,15025,N,1,yes,5.0,10134.0,12902.0
1999,M,19,90,11388,3954396,0,2585.79,33,8/9/2016,Friday,Phone,15018,N,0,no,1.0,141.0,12903.0
1982,F,20,100,4486,5541179,0,1739.15,53,11/8/2016,Sunday,Phone,85066,Y,0,no,4.0,10135.0,12904.0
1996,F,16,45,989,9231952,0,3551.26,35,10/20/2015,Tuesday,Broker,80001,N,1,yes,3.0,183.0,12905.0
1997,M,25,77,7036,2134059,0,3479.03,43,12/3/2015,Tuesday,Broker,15033,Y,1,no,2.0,10136.0,12906.0
1980,F,23,85,11389,6404925,0,6093.29,16,11/8/2016,Sunday,Broker,85060,Y,1,yes,9.0,682.0,12907.0
1963,F,18,64,11390,3950636,0,10155.67,39,2/11/2015,Friday,Phone,85003,Y,1,no,2.0,43.0,12908.0
1982,F,22,100,4435,3182352,0,2344.1,39,7/11/2015,Monday,Online,80003,Y,0,yes,4.0,10137.0,12909.0
1994,F,24,79,11391,1211855,0,3790.22,52,11/6/2016,Wednesday,Online,20129,Y,1,no,9.0,49.0,12910.0
1991,M,20,100,11392,5814569,0,2844.92,31,1/10/2015,Saturday,Online,85075,N,0,yes,4.0,10138.0,12911.0
1979,M,19,59,11393,1037995,0,7499.49,37,9/22/2015,Tuesday,Phone,50046,Y,1,yes,4.0,10139.0,12912.0
1976,M,16,68,11394,9273921,0,1782.45,42,9/7/2016,Monday,Broker,50052,Y,0,yes,6.0,10140.0,12913.0
1975,M,24,89,11395,8356809,1,631.47,38,9/30/2016,Friday,Phone,85077,N,1,yes,8.0,10141.0,12914.0
1965,F,25,85,11396,5653636,0,21504.28,54,12/18/2016,Saturday,Broker,85076,N,1,yes,5.0,534.0,12915.0
1983,F,27,88,11397,2258505,0,508.91,36,11/30/2015,Sunday,Phone,20129,Y,1,yes,3.0,10142.0,12916.0
1951,M,18,97,11398,5375366,1,17023.58,38,8/23/2015,Thursday,Broker,50052,Y,1,yes,11.0,10143.0,12917.0
1970,M,23,67,11399,5599744,0,681.82,57,1/9/2016,Friday,Phone,80011,Y,1,no,4.0,10144.0,12918.0
1981,M,19,90,11400,2163714,1,10600.58,29,11/21/2016,Monday,Broker,20147,Y,1,yes,1.0,10145.0,12919.0
1966,M,26,77,11401,6859945,1,861.09,20,6/27/2015,Monday,Online,85025,Y,0,yes,3.0,10146.0,12920.0
1987,M,25,74,10371,1986102,0,2529.7,17,12/3/2016,Thursday,Broker,20163,N,0,yes,7.0,10147.0,12921.0
1995,M,27,84,11402,7189815,0,6295.46,27,12/17/2016,Friday,Broker,50051,N,1,yes,8.0,2765.0,12922.0
1982,F,23,57,11403,8513989,0,2889.22,23,2/21/2016,Tuesday,Online,80027,N,1,yes,8.0,10148.0,12923.0
1988,M,19,61,11404,1763584,0,1492.37,43,12/29/2015,Saturday,Broker,80034,Y,0,yes,6.0,10149.0,12924.0
1994,M,26,58,11405,4815943,0,4761.55,55,7/18/2015,Saturday,Phone,20135,Y,1,yes,4.0,10150.0,12925.0
1978,F,20,63,11406,6281190,0,2844.36,43,1/3/2015,Monday,Online,20153,N,0,no,6.0,10151.0,12926.0
1975,F,18,71,11407,8572682,0,1819.6,52,9/8/2016,Saturday,Phone,15001,Y,0,no,1.0,10152.0,12927.0
1987,F,23,81,11408,9339185,1,993.08,34,9/11/2015,Thursday,Phone,50026,Y,1,yes,2.0,10153.0,12928.0
1972,M,24,82,11409,2688041,0,3353.44,37,2/26/2015,Thursday,Online,20109,Y,1,yes,12.0,10154.0,12929.0
1988,M,16,96,11410,7842895,0,4515.08,45,10/18/2015,Tuesday,Broker,15025,N,0,yes,8.0,36.0,12930.0
1952,F,26,57,11411,2367651,1,2825.58,34,5/24/2015,Tuesday,Phone,15049,Y,0,yes,8.0,10155.0,12931.0
1968,M,24,91,11412,3967882,0,1347.98,29,4/9/2016,Monday,Phone,15005,N,1,no,11.0,10156.0,12932.0
1980,M,24,76,7490,8442212,1,6348.19,32,4/28/2016,Thursday,Phone,50021,N,1,no,3.0,10157.0,12933.0
1985,M,18,90,10479,3622459,0,3057.06,36,6/29/2015,Wednesday,Broker,50013,N,1,no,12.0,10158.0,12934.0
1969,M,23,70,11413,7092119,0,2510.79,39,6/17/2015,Sunday,Online,15009,N,0,no,4.0,10159.0,12935.0
1984,M,22,86,11414,8863969,0,1996.22,28,9/16/2015,Friday,Broker,20152,Y,0,yes,5.0,345.0,12936.0
2003,M,20,57,11415,7836819,0,907.65,56,6/25/2016,Thursday,Broker,80012,Y,1,yes,3.0,1470.0,12937.0
1963,F,25,86,11416,1995313,0,4553.86,44,6/5/2016,Thursday,Phone,15038,Y,1,yes,8.0,37.0,12938.0
1989,F,18,56,11417,1344462,0,2650.21,42,12/13/2015,Friday,Online,80012,N,1,no,8.0,698.0,12939.0
1982,M,21,88,11418,2628862,0,2114.92,33,2/14/2016,Monday,Phone,15010,N,0,yes,3.0,10160.0,12940.0
1947,M,19,63,11419,3747117,1,3436.06,24,7/9/2015,Saturday,Broker,85050,N,0,yes,3.0,4406.0,12941.0
1965,M,22,85,8341,3620072,0,374.98,34,7/9/2015,Friday,Online,20119,Y,1,yes,2.0,36.0,12942.0
1990,M,27,100,11420,6636717,0,1816.49,45,2/19/2015,Saturday,Broker,20143,N,0,no,4.0,64.0,12943.0
1971,M,17,56,11421,9443560,0,2365.26,37,7/9/2016,Thursday,Phone,85037,N,1,no,2.0,10161.0,12944.0
1980,F,27,74,11422,2390524,0,567.4,32,1/4/2016,Tuesday,Broker,85045,Y,0,yes,5.0,10162.0,12945.0
1978,M,25,64,11423,4265571,0,4568.68,42,7/8/2016,Monday,Broker,85041,Y,0,yes,9.0,2478.0,12946.0
1982,M,22,45,11424,5220429,0,1660.54,38,10/23/2016,Thursday,Broker,20104,Y,1,no,6.0,10163.0,12947.0
1989,F,25,84,11425,4415098,0,3057.58,44,8/21/2015,Sunday,Online,85060,N,1,yes,6.0,10164.0,12948.0
1968,F,20,60,11426,3177779,0,6403.31,55,2/15/2015,Tuesday,Phone,20148,N,0,yes,1.0,10165.0,12949.0
1974,F,16,59,11427,4283065,1,1968.15,29,3/17/2016,Friday,Broker,20102,N,0,yes,5.0,2075.0,12950.0
1977,M,16,97,11428,3160693,0,3381.13,52,7/23/2015,Monday,Broker,15045,Y,1,yes,6.0,10166.0,12951.0
1968,M,21,95,756,4961791,1,358.66,35,11/10/2015,Saturday,Phone,15005,N,0,yes,11.0,10167.0,12952.0
1999,M,25,74,11429,4687663,1,1576.14,25,6/12/2015,Saturday,Broker,50025,Y,0,yes,7.0,178.0,12953.0
1981,F,24,61,11430,7898352,1,6357.22,41,1/21/2016,Tuesday,Online,15027,Y,1,yes,11.0,10168.0,12954.0
1952,M,20,59,11431,7712614,1,1610.86,40,2/16/2016,Monday,Broker,50042,Y,1,yes,6.0,10169.0,12955.0
1980,M,25,72,11432,6325227,0,2274.34,45,5/18/2016,Thursday,Broker,50047,N,0,yes,2.0,178.0,12956.0
1967,F,26,71,11433,6167932,0,2949.7,64,3/26/2016,Friday,Broker,15001,Y,1,yes,8.0,10170.0,12957.0
1974,M,18,84,1954,3026480,1,2011.31,40,7/21/2015,Wednesday,Broker,80006,Y,1,yes,5.0,10171.0,12958.0
1974,F,22,61,11434,2286128,0,3476.95,47,8/17/2016,Monday,Broker,80005,N,1,yes,10.0,10172.0,12959.0
1980,M,17,87,11435,5036565,0,333.03,64,6/18/2016,Tuesday,Broker,50009,N,1,yes,7.0,10173.0,12960.0
1995,M,17,81,11436,8552489,0,1523.91,40,2/1/2015,Thursday,Broker,20149,N,1,no,7.0,64.0,12961.0
1978,M,23,84,11437,1172286,0,955.71,22,11/11/2016,Wednesday,Online,50036,N,1,yes,1.0,10174.0,12962.0
2004,M,22,57,11438,1028692,0,1241.34,36,12/22/2016,Saturday,Broker,50035,N,1,yes,12.0,10175.0,12963.0
1975,M,18,78,11439,3971338,0,1936.78,42,4/18/2016,Friday,Broker,20134,N,0,yes,7.0,87.0,12964.0
1992,M,23,70,11440,6418724,0,2345.82,40,12/21/2015,Thursday,Phone,80038,N,0,no,3.0,49.0,12965.0
1979,F,21,64,11441,4535389,1,5243.41,21,11/6/2016,Wednesday,Phone,15046,Y,1,yes,7.0,10176.0,12966.0
1978,F,17,82,11442,9863153,0,4092.45,33,5/30/2015,Tuesday,Phone,15046,N,1,yes,7.0,10177.0,12967.0
1985,F,26,87,11443,7972779,0,12240.86,25,10/6/2016,Saturday,Broker,85027,N,0,no,9.0,10178.0,12968.0
1981,M,22,89,5267,3827639,1,531.53,27,12/17/2016,Monday,Phone,15035,N,0,yes,11.0,10179.0,12969.0
1979,F,16,72,11444,7727547,0,8827.75,41,3/8/2016,Monday,Broker,20142,N,0,yes,11.0,10180.0,12970.0
1994,M,27,83,11445,3529162,1,1229.43,34,6/5/2015,Monday,Phone,15012,N,0,yes,10.0,10181.0,12971.0
1993,F,23,93,11446,4547938,0,7246.8,29,7/18/2015,Friday,Broker,85001,N,0,no,11.0,21.0,12972.0
1988,M,25,58,11447,4683121,0,5544.78,60,9/29/2015,Friday,Broker,50038,Y,0,yes,9.0,10182.0,12973.0
1982,F,18,83,11448,4119379,1,15132.84,35,9/13/2016,Tuesday,Phone,80035,Y,0,yes,10.0,64.0,12974.0
1980,M,24,62,11449,8072581,0,2066.32,45,8/23/2016,Tuesday,Phone,15033,N,1,no,10.0,36.0,12975.0
1974,M,22,58,11450,4940716,0,1902.85,40,2/21/2016,Sunday,Phone,15038,Y,1,yes,6.0,87.0,12976.0
1960,M,21,64,11451,6510812,0,1137.77,43,9/22/2015,Wednesday,Phone,50059,Y,0,no,12.0,10183.0,12977.0
1992,M,26,64,11452,4039520,0,14543.73,48,11/23/2015,Friday,Phone,85005,Y,1,yes,5.0,10184.0,12978.0
1967,M,25,78,11453,6032245,0,580.12,37,4/1/2016,Monday,Broker,15031,Y,1,no,8.0,3355.0,12979.0
1965,F,23,62,11454,5084837,0,4360.72,26,4/20/2016,Saturday,Broker,20101,Y,1,yes,8.0,189.0,12980.0
1984,F,25,77,11455,9951309,0,1967.0,32,1/23/2015,Friday,Online,85015,Y,1,yes,6.0,10185.0,12981.0
1975,M,17,68,11456,9217465,0,1391.74,38,9/7/2016,Thursday,Online,50021,N,1,no,11.0,10186.0,12982.0
1977,M,29,72,8762,5916758,0,5077.56,30,4/4/2015,Wednesday,Broker,15034,N,1,no,7.0,4333.0,12983.0
1991,F,21,67,11457,3871232,1,4112.77,33,1/20/2015,Friday,Online,80042,Y,1,yes,1.0,10187.0,12984.0
1970,M,22,76,9833,1893278,0,1017.76,49,7/17/2015,Tuesday,Phone,15025,Y,1,yes,10.0,947.0,12985.0
1992,M,22,73,11458,5395443,0,563.56,31,9/19/2016,Friday,Broker,50043,N,1,no,10.0,10188.0,12986.0
1984,F,18,93,11459,7241442,0,2680.05,42,9/11/2015,Sunday,Broker,15001,Y,0,yes,12.0,10189.0,12987.0
1978,F,24,96,11460,6046446,0,18429.63,42,6/30/2015,Monday,Broker,85044,N,0,no,12.0,10190.0,12988.0
1992,M,25,97,11461,8225682,0,2346.21,33,10/16/2015,Friday,Online,15046,N,1,yes,7.0,17.0,12989.0
1997,M,23,66,2870,7887154,0,457.5,46,4/10/2015,Monday,Phone,15026,N,1,yes,8.0,10191.0,12990.0
1972,F,16,73,11462,5339638,0,1760.8,33,12/29/2016,Monday,Phone,20104,N,1,yes,5.0,91.0,12991.0
1997,F,16,69,11463,6644969,0,3203.14,38,7/1/2015,Saturday,Phone,80028,N,1,yes,10.0,91.0,12992.0
1990,F,22,38,11464,7509289,0,1293.57,37,10/8/2016,Tuesday,Phone,20160,N,0,yes,8.0,10192.0,12993.0
1987,M,25,82,11465,9790107,0,11980.69,43,12/29/2016,Tuesday,Phone,85005,Y,0,no,1.0,10193.0,12994.0
1995,F,34,59,11466,8750693,0,1815.34,31,7/26/2016,Sunday,Broker,20101,N,0,yes,9.0,10194.0,12995.0
1985,F,20,78,3181,8628570,0,2453.89,34,11/12/2016,Sunday,Online,80007,Y,0,yes,8.0,10195.0,12996.0
1986,F,23,85,6016,2932837,0,4012.86,52,6/27/2015,Sunday,Broker,50009,N,0,yes,12.0,10196.0,12997.0
1977,F,18,85,11467,2320975,0,1090.86,34,8/3/2015,Monday,Phone,80015,N,1,yes,12.0,10197.0,12998.0
1979,F,21,57,4136,8526699,0,3319.51,39,10/6/2016,Friday,Broker,80104,N,1,no,11.0,355.0,12999.0
1980,M,21,71,6639,2128802,1,2080.4,27,8/10/2015,Thursday,Phone,85063,Y,1,yes,10.0,10198.0,13000.0
2001,F,22,97,11468,8121226,0,2402.47,50,12/7/2015,Tuesday,Broker,50022,N,0,yes,2.0,36.0,13001.0
2002,M,18,59,11469,1319461,0,2012.87,51,11/10/2015,Sunday,Phone,80034,N,1,no,7.0,10199.0,13002.0
1952,F,28,89,11470,6054095,0,5729.68,51,4/28/2015,Monday,Online,15021,Y,1,yes,3.0,10200.0,13003.0
1994,M,17,85,11471,1556016,1,4767.77,37,11/8/2016,Monday,Online,85031,Y,1,yes,2.0,10201.0,13004.0
1982,F,23,52,5364,4873727,0,2547.92,37,9/2/2015,Tuesday,Phone,15035,N,1,yes,8.0,10202.0,13005.0
1982,F,20,59,11472,3083519,0,2942.52,41,10/24/2016,Saturday,Broker,80107,N,0,yes,9.0,10203.0,13006.0
1982,F,20,91,11473,6557125,1,693.27,41,2/22/2015,Tuesday,Phone,20132,Y,0,no,10.0,2410.0,13007.0
1941,F,22,74,11474,4738814,1,531.68,35,6/26/2015,Saturday,Phone,85070,N,0,no,5.0,10204.0,13008.0
1963,F,27,60,11475,5725072,0,2736.89,23,8/17/2015,Thursday,Phone,85022,N,0,no,12.0,10205.0,13009.0
1978,F,20,87,11476,2655516,0,614.94,33,3/18/2015,Friday,Broker,80020,N,0,yes,6.0,10206.0,13010.0
1992,F,21,74,11477,6030741,0,1010.58,38,6/12/2016,Friday,Broker,20110,N,1,yes,2.0,43.0,13011.0
1998,F,23,93,8984,6303128,1,4457.96,21,12/17/2015,Thursday,Phone,20106,N,1,yes,3.0,10207.0,13012.0
1980,M,23,74,11478,2350537,0,10288.32,43,11/2/2016,Wednesday,Broker,80007,N,1,yes,6.0,10208.0,13013.0
1969,M,18,75,11479,9870946,0,241.14,42,8/27/2016,Wednesday,Online,15025,N,1,yes,7.0,10209.0,13014.0
1982,F,16,94,7958,3219611,0,1703.86,41,10/10/2015,Sunday,Broker,20106,N,1,yes,1.0,10210.0,13015.0
1982,M,24,84,11480,7388045,0,1445.78,35,11/6/2016,Wednesday,Broker,20110,Y,0,yes,1.0,10211.0,13016.0
1981,M,20,86,11481,9443441,0,3230.4,36,2/11/2016,Friday,Phone,85082,N,1,yes,2.0,10212.0,13017.0
1983,F,23,80,2293,8547213,0,766.59,27,9/30/2016,Wednesday,Phone,80001,N,1,yes,8.0,3224.0,13018.0
1986,M,21,76,11482,3505510,0,8479.87,53,6/27/2015,Friday,Online,20164,N,1,no,3.0,1094.0,13019.0
1984,M,17,66,11483,2417068,0,12839.42,52,4/4/2016,Thursday,Online,80046,N,1,no,3.0,10213.0,13020.0
1980,F,21,72,946,4247035,0,1395.72,35,2/13/2015,Saturday,Broker,50054,Y,0,yes,3.0,10214.0,13021.0
1982,M,21,98,11484,8539212,0,3640.62,56,2/13/2015,Thursday,Online,85003,N,0,no,9.0,10215.0,13022.0
1992,F,22,79,4926,4302491,0,602.61,30,6/22/2015,Sunday,Broker,50022,N,0,no,11.0,10216.0,13023.0
1961,M,18,68,11485,6880766,0,7116.71,38,4/3/2015,Tuesday,Broker,85075,N,0,yes,9.0,10217.0,13024.0
1973,M,16,74,11486,8505315,0,2120.62,19,4/7/2016,Monday,Broker,15060,N,1,no,8.0,10218.0,13025.0
1990,F,26,59,11487,5921682,0,2726.4,44,12/17/2016,Thursday,Broker,85027,Y,1,no,12.0,10219.0,13026.0
1975,M,27,75,11488,5613471,0,5176.18,55,11/17/2015,Sunday,Broker,15001,Y,1,yes,1.0,10220.0,13027.0
1958,M,18,75,11489,6494185,0,4134.43,40,7/3/2015,Tuesday,Broker,80030,Y,1,no,11.0,10221.0,13028.0
1990,M,21,87,11490,3205397,0,4513.71,48,9/22/2015,Tuesday,Phone,80106,N,0,yes,4.0,37.0,13029.0
1964,F,19,54,11491,2703365,1,4382.94,37,3/15/2016,Saturday,Broker,80028,N,1,yes,10.0,10222.0,13030.0
1957,M,23,68,11492,5588847,0,1385.6,29,4/19/2016,Sunday,Broker,50007,Y,0,yes,6.0,10223.0,13031.0
1984,M,24,71,869,7058587,0,3068.25,34,3/21/2016,Wednesday,Broker,20102,N,0,yes,1.0,10224.0,13032.0
1985,M,18,59,11493,4471907,0,1348.92,29,11/22/2015,Wednesday,Broker,20140,Y,0,no,5.0,10225.0,13033.0
1993,F,22,60,9432,9860478,0,5372.13,42,5/11/2015,Saturday,Broker,50051,Y,0,no,5.0,10226.0,13034.0
1973,F,19,75,10626,1775999,1,978.93,17,6/19/2016,Tuesday,Broker,20101,Y,0,no,11.0,10227.0,13035.0
1983,M,21,87,11494,7677691,0,2253.3,31,2/5/2016,Thursday,Broker,15046,N,1,yes,3.0,10228.0,13036.0
1979,F,21,87,4202,5823761,0,176.58,37,7/26/2016,Saturday,Phone,20155,Y,1,no,1.0,10229.0,13037.0
1987,M,22,60,11495,1539649,1,1498.17,22,8/3/2015,Wednesday,Broker,50055,N,0,yes,8.0,2054.0,13038.0
1973,F,21,63,11496,7902428,0,1550.67,36,8/9/2016,Thursday,Online,50044,N,1,yes,10.0,10230.0,13039.0
1975,F,19,66,11497,1467263,0,4280.28,41,2/3/2015,Saturday,Phone,80026,Y,1,no,7.0,10231.0,13040.0
1971,M,23,63,11498,5711170,1,1561.39,27,1/15/2015,Thursday,Broker,20144,N,0,no,10.0,10232.0,13041.0
1977,M,22,83,11499,3310419,0,1293.41,34,11/29/2016,Friday,Phone,15022,N,1,yes,1.0,10233.0,13042.0
1987,M,16,78,11500,5444371,0,4199.24,31,3/7/2015,Monday,Broker,80012,N,0,yes,8.0,10234.0,13043.0
1982,M,25,94,11501,3597159,1,1087.99,32,2/28/2015,Tuesday,Online,20105,Y,0,yes,11.0,10235.0,13044.0
2002,F,19,92,11502,6858321,0,1150.35,40,4/22/2015,Thursday,Online,50021,Y,1,yes,1.0,87.0,13045.0
1982,M,23,95,11503,7563643,0,3063.64,36,11/30/2015,Sunday,Broker,80011,N,1,no,5.0,10236.0,13046.0
1995,M,17,58,11504,5941709,0,1052.34,45,1/26/2015,Tuesday,Online,15019,Y,1,no,3.0,10237.0,13047.0
1989,F,21,89,11505,9101606,0,4677.67,25,3/25/2016,Wednesday,Phone,50033,N,1,yes,2.0,10238.0,13048.0
1963,F,16,83,11506,4446239,0,2501.75,42,7/28/2016,Friday,Broker,80023,N,0,yes,9.0,1002.0,13049.0
1978,F,19,80,5796,3650544,0,2756.08,47,6/23/2016,Tuesday,Online,20120,N,1,no,8.0,10239.0,13050.0
1969,F,19,62,11507,4758684,0,958.74,41,1/22/2016,Thursday,Broker,50036,N,0,yes,8.0,10240.0,13051.0
1988,F,25,94,11508,1988538,0,5306.37,32,10/12/2015,Wednesday,Phone,85006,Y,0,yes,3.0,10241.0,13052.0
2002,F,17,62,11509,6573250,0,3464.7,34,10/8/2016,Monday,Online,85074,N,1,yes,4.0,10242.0,13053.0
1975,M,16,60,11510,8047646,0,2672.27,44,3/3/2015,Friday,Broker,80001,N,1,yes,3.0,10243.0,13054.0
1970,F,27,89,11511,3719622,0,1553.49,43,4/16/2016,Monday,Broker,50021,Y,1,no,5.0,10244.0,13055.0
1980,M,20,100,11512,8904371,0,1606.26,26,5/14/2015,Sunday,Broker,50039,N,1,yes,7.0,4406.0,13056.0
1967,F,26,70,11513,8582131,1,3124.89,31,3/22/2015,Monday,Broker,85026,Y,0,yes,7.0,1909.0,13057.0
1978,F,29,82,11514,5928865,0,2269.83,58,6/30/2015,Wednesday,Broker,80011,N,0,no,1.0,10245.0,13058.0
1995,F,16,68,11515,3612307,1,602.81,32,10/30/2016,Saturday,Phone,80011,N,1,yes,10.0,10246.0,13059.0
1982,F,22,86,11516,6168852,1,10066.61,31,8/8/2016,Thursday,Phone,20135,Y,1,yes,11.0,66.0,13060.0
1974,M,23,51,11517,3043506,0,17675.17,40,8/1/2016,Monday,Online,50001,N,1,no,12.0,43.0,13061.0
1971,M,22,74,261,3492735,0,5185.62,48,1/10/2015,Saturday,Broker,50039,N,0,no,9.0,1273.0,13062.0
1971,F,20,78,11518,1427877,0,1236.59,39,8/13/2016,Friday,Broker,80030,Y,0,no,9.0,10247.0,13063.0
1980,F,21,67,11519,2003178,1,1463.95,39,8/29/2015,Monday,Broker,15021,Y,0,yes,3.0,10248.0,13064.0
1989,F,22,67,11520,5384497,1,1310.06,37,9/5/2015,Friday,Online,20128,N,0,yes,3.0,10249.0,13065.0
1979,F,18,88,5292,6103164,0,15770.61,40,2/18/2015,Friday,Broker,15018,N,1,yes,1.0,10250.0,13066.0
1979,M,20,81,11521,1412181,0,559.0,58,7/22/2016,Sunday,Phone,20120,N,0,yes,11.0,10251.0,13067.0
1983,F,17,65,11522,9655894,0,3545.52,19,10/22/2016,Sunday,Broker,80106,N,1,no,4.0,10252.0,13068.0
1966,F,20,86,7511,1925938,0,5750.65,50,1/4/2016,Saturday,Broker,85083,N,1,no,6.0,10253.0,13069.0
1979,M,19,91,11523,1165058,0,858.29,60,12/19/2015,Tuesday,Broker,20155,Y,1,yes,12.0,10254.0,13070.0
1986,F,16,90,11524,9473111,0,5082.88,41,8/31/2016,Monday,Phone,50011,N,1,yes,8.0,10255.0,13071.0
1977,M,18,62,11525,9646071,0,1230.73,42,6/24/2016,Monday,Broker,85045,N,1,yes,4.0,10256.0,13072.0
1979,M,23,86,11526,4036512,0,214.47,44,11/21/2016,Tuesday,Phone,15009,N,0,yes,1.0,10257.0,13073.0
1977,F,20,53,11527,5033207,1,1088.7,20,7/16/2016,Sunday,Phone,80027,N,1,no,10.0,742.0,13074.0
1985,M,24,85,6619,4450242,0,1095.68,37,10/2/2016,Monday,Broker,50039,N,0,yes,5.0,10258.0,13075.0
1965,M,26,98,11528,7998647,0,10966.77,20,3/11/2015,Tuesday,Broker,80007,N,1,yes,3.0,1137.0,13076.0
1981,M,19,83,351,7834404,0,6488.56,46,12/3/2015,Wednesday,Phone,80020,N,1,yes,7.0,49.0,13077.0
1981,F,19,73,11529,6071782,1,3785.43,27,12/13/2015,Tuesday,Phone,85006,Y,1,no,1.0,466.0,13078.0
1990,F,22,71,5496,4523981,0,325.43,34,3/17/2016,Thursday,Broker,15019,Y,1,yes,10.0,10259.0,13079.0
1966,M,20,78,11530,6840856,1,969.78,28,8/6/2016,Saturday,Broker,20102,N,1,yes,2.0,10260.0,13080.0
1980,M,25,82,11531,7425669,0,559.63,58,7/15/2016,Monday,Phone,15037,N,0,yes,7.0,10261.0,13081.0
1983,M,19,74,5234,3808380,0,6076.59,52,5/3/2016,Friday,Phone,85078,N,0,yes,6.0,10262.0,13082.0
1987,F,22,76,11532,7277552,0,11110.52,44,5/22/2016,Monday,Phone,20136,Y,0,yes,7.0,10263.0,13083.0
1982,F,26,81,11533,9010608,0,603.27,51,6/23/2015,Wednesday,Broker,50035,Y,1,yes,12.0,10264.0,13084.0
1974,F,22,96,11534,2499731,0,1244.65,40,3/1/2015,Sunday,Phone,85027,N,0,yes,9.0,10265.0,13085.0
1963,M,30,49,11535,1415936,1,4076.43,41,7/29/2015,Tuesday,Phone,85037,N,0,yes,12.0,10266.0,13086.0
2001,M,18,43,11536,2694547,0,705.04,21,4/30/2016,Thursday,Broker,80003,Y,0,yes,8.0,189.0,13087.0
1974,F,24,56,11537,5799864,1,4119.61,29,4/24/2015,Wednesday,Online,85072,N,1,no,8.0,10267.0,13088.0
1971,M,20,77,11538,9398362,1,2060.68,29,5/25/2016,Sunday,Phone,15001,N,1,no,9.0,3084.0,13089.0
1999,M,21,91,11539,4111121,0,6409.71,29,8/7/2015,Monday,Online,85028,N,0,yes,11.0,10268.0,13090.0
1984,F,23,72,11540,1882958,1,1150.93,38,6/15/2015,Saturday,Online,80014,N,1,yes,2.0,36.0,13091.0
1973,F,22,69,10064,8921544,0,11750.74,22,1/27/2016,Wednesday,Broker,80030,Y,0,yes,12.0,10269.0,13092.0
1987,M,22,44,6229,5037593,0,1170.15,31,10/15/2015,Tuesday,Broker,50025,Y,1,yes,6.0,10270.0,13093.0
1974,M,26,86,11541,4635334,0,3649.63,37,5/19/2015,Monday,Phone,15022,Y,1,yes,2.0,5238.0,13094.0
1984,F,21,92,3807,5428283,0,613.81,22,5/23/2015,Monday,Broker,50051,N,1,yes,9.0,10271.0,13095.0
1969,M,21,75,11542,7196951,1,13704.14,35,4/14/2015,Thursday,Phone,20109,N,0,yes,11.0,250.0,13096.0
1998,M,26,91,11543,3510455,0,1961.01,37,6/19/2016,Thursday,Broker,85076,N,1,no,7.0,10272.0,13097.0
1963,F,29,77,11544,5254037,0,7462.83,36,6/9/2015,Sunday,Broker,85076,N,0,yes,10.0,10273.0,13098.0
1952,M,16,62,11545,1769978,1,3481.63,43,12/5/2015,Saturday,Online,80033,Y,0,yes,7.0,10274.0,13099.0
